희망구매유형,수요기술명,수요기술번호,진행상태,구매희망시기,희망기술개요,키워드,기술도입지원기관,기술지표상세,기술구매조건,기술이전계약설명,기술이전계약유형,정액기술료,기타계약조건,경상기술료,기술센터지역,수집일시,정보충실도
"기술매매,라이센스,기술협력,기술지도",자동측정기를 이용한 주택 수질 모니터링 장치,00000007886,기술이전계약,6개월이내,"- 점차 강화되는 소비자의 요구에 능동적으로 대채할 수 있도록 개별 가정의 수도 사용량 측정은 물론 수질등을 지속적으로 확인하여   먹는물 품질에 대한 소비자의 만족도를 높이고 상수도 관리의 체계화 구축이 필요함
- 이에, 공동주택 또는 단독주택과 같은 개별주택에 자동측정기를 적용할 수 있는 공정제어기술로 수질정보를 표준화된 형태로 수집하여 가정의 수질 오염상황을 실시간 예측 대응할 수 있는 기술 희망","수도 사용량,수질정보,먹는물,자동측정기,공정제어",서울시립대학교 산학협력단,신제품 개발,협의에 의함,협의후 결정,기술양도(매매),5000000,매출액의 2%,0,충남,2026-07-10,4
"기술매매,라이센스,기술협력,기술지도",EMS없이 운전하는 독립형 마이크로그리드 등,00000007887,컨설팅매칭,12개월이내,EMS없이 운전하는 독립형 마이크로그리드(배전)/부하관리 및 무정전 전력공급 겸용 ESS 운영 시스템/배전계통 연계 마이크로그리드용 에너지저장장치에 대한 운영 장치 및 방법,"독립형 마이크로그리, ESS 운영 시스,,,",협의후 결정,신제품개발,광주테크노파크와협의후 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
"기술매매,라이센스,기술협력,기술지도",무인항공기(드론)를 이용한 가공 송전선로 감시 기술 등,00000007888,컨설팅매칭,12개월이내,무인항공기(드론)를 이용한 가공 송전선로 감시 기술 / 독립형 MG의 배터리용 전력변환장치 등 신기술,"드론 이용 감시기술,독립형mg배터리,전력변환장치,,",협의후 결정,신제품 개발,광주테크노파크와 협의 후 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
"기술매매,라이센스,기술협력,기술지도",광센서를 이용한 디지털 과전류 계전기 시험보조 장치세트,00000007889,컨설팅매칭,12개월이내,광센서를 이용한 디지털 과전류 계전기 시험보조 장치세트/전기 자동차용 다중 무선 충전 시스템/주택 등 콘센트를 사용하는 전기시설물의 안전점검 키트/부하관리 및 무정전 전력공급 겸용 ESS 운영 시스템/독립형 MG의 배터리용 전력변환장치,"광센서,디지털 과전류계전기,무선충전시스템,ESS운영시스템,",협의후 결정,신제품 개발,광주테크노파크와 협의후 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
"기술매매,라이센스,기술협력,기술지도",전주에 설치 가능한 전기차(EV) 충전장치 등,00000007890,컨설팅매칭,12개월이내,전주에 설치 가능한 전기차(EV) 충전장치/전기자동차용 차폐형 무선전력 전송 장치/전기 자동차용 다중 무선 충전 시스템/배터리 충전 장치 및 방법/전기 자동차용 충전기 및 그의 GUI 화면 구성 방법,"전기차 충전장치,무선전력전송장치,무선충전시스템,,",협의후 결정,신제품 개발,광주테크노파크와 협의후 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
"기술매매,라이센스,기술협력,기술지도",광센서를 이용한 디지털 과전류 계전기 시험보조 장치세트 등,00000007891,컨설팅매칭,12개월이내,광센서를 이용한 디지털 과전류 계전기 시험보조 장치세트/전기 자동차용 다중 무선 충전 시스템/주택 등 콘센트를 사용하는 전기시설물의 안전점검 키트/부하관리 및 무정전 전력공급 겸용 ESS 운영 시스템/독립형 MG의 배터리용 전력변환장치 등,"시험보조 장치,다중무선충전시스템,전기시설물안전점검키,ESS운영시스템,독립형mg배터리",협의후 결정,신제품 개발,광주테크노파크와 협의 후 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
"기술매매,라이센스,기술협력,기술지도",HVDC 전력케이블 부분방전 측정장치 및 방법 등,00000007892,컨설팅매칭,12개월이내,HVDC 전력케이블 부분방전 측정장치 및 방법/부하관리 및 무정전 전력공급 겸용 ESS 운영 시스템/무인항공기(드론)를 이용한 가공 송전선로 감시 기술 등,"HVDC 전력케이블,무정전 전력공급 ,무정전 전력공급 ,송전선로 감시기술,",협의후 결정,신제품 개발,광주테크노파크와 협의후 진행,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
라이센스,리드 와이어 제작 기술,00000007893,컨설팅완료,12개월이내,울산tp 이동엽주임 지정,"와이어,리드와이어,,,",협의후 결정,기존제품 업그레이드,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
"기술매매,라이센스",IT융합 관련기술,00000007894,컨설팅완료,12개월이내,울산TP 김봉석 연구원 지정,"IT,융합,,,",협의후 결정,신제품 개발,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
"기술매매,라이센스",LNG 연료탱크,00000007895,컨설팅완료,12개월이내,울산TP 이동엽주입 지정,"LNG,연료,연료탱크,,",협의후 결정,기존제품 업그레이드,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
"기술매매,라이센스",친환경 주물용 수지 제조 기술,00000007896,컨설팅완료,12개월이내,울산tp 배소정 연구원 지정,"친환경,주물용,수지,,",협의후 결정,기존제품 업그레이드,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
"기술매매,라이센스",UV코팅 도장기술,00000007897,컨설팅완료,12개월이내,울산tp 이동엽주임 지정,"UV,코팅,도장,,",협의후 결정,신제품 개발,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
라이센스,수분공급수단이 구비된 항토침대,00000007898,기술이전계약,12개월이내,울산tp 김봉석 연구원 지정,"항토침대,항토,,,",참흙금운모흙침대,기존제품 업그레이드,추후협의,협의후 결정,통상실시권,20000000,협의후 결정,0,울산,2026-07-10,4
"기술매매,라이센스",LED 경관조명 기술,00000007899,컨설팅완료,12개월이내,울산tp 배소정 연구원 지정,"LED,경관조명,조명,,",협의후 결정,신공정개발,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
"기술매매,라이센스",친환경 비료 기술,00000007900,컨설팅완료,12개월이내,울산tp 이동엽주임 지정,"친환경,비료,에너지,,",협의후 결정,기존제품 업그레이드,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
"기술매매,라이센스",신소재 개발을 위한 신기술 발굴 희망,00000007901,컨설팅완료,12개월이내,울산tp 이동엽 주임 지정,"신소재,,,,",협의후 결정,신제품 개발,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
"기술매매,라이센스",폐처리 관련 응용기술,00000007902,컨설팅완료,12개월이내,울산tp 배소정 연구원 지정,"폐처리,,,,",협의후 결정,신제품 개발,추후협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,울산,2026-07-10,3
기술협력,[동남아]ESS에너지홈 (ICT기반 모듈식 ESS최적화된 관리공간),00000007903,컨설팅매칭,12개월이내,"- ICT 기반 모듈식 ESS 최적화된 관리공간인 ESS 에너지홈의 동남아 수출을 희망함
- ESS에너지홈이란, ESS시스템의 효율적 관리를 위한 ICT융·복합 고단열 모듈식 관리 공간이며, 기존 컨테이너를 개조하는 방식으로 ESS를 관리하던 시스템 대비 30% 저렴한 가격과 보다 높은 ESS효율을 도출해낼 수 있음""","ESS,ICT,동남아,,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,[중국]ESS에너지홈 (ICT기반 모듈식 ESS최적화된 관리공간),00000007904,컨설팅매칭,12개월이내,"- ICT 기반 모듈식 ESS 최적화된 관리공간인 ESS 에너지홈의 중국 수출을 희망함
- ESS에너지홈이란, ESS시스템의 효율적 관리를 위한 ICT융·복합 고단열 모듈식 관리 공간이며, 기존 컨테이너를 개조하는 방식으로 ESS를 관리하던 시스템 대비 30% 저렴한 가격과 보다 높은 ESS효율을 도출해낼 수 있음""","중국,ESS,ICT,,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,[동남아] 아트보드 (인테리어가 가능한 불연성능을 지닌 흡음재),00000007905,컨설팅매칭,12개월이내,"- 100% 친환경 소재 및 불연 소재의 인테리어용 흡음재
- 다양한 색상과 디자인으로 소비자가 원하는 인테리어가 가능하며 동남아 수출을 희망함""","흡음재,동남아,친환경,,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,[중국] 아트보드 (인테리어가 가능한 불연성능을 지닌 흡음재),00000007906,컨설팅매칭,12개월이내,"- 100% 친환경 소재 및 불연 소재의 인테리어용 흡음재
- 다양한 색상과 디자인으로 소비자가 원하는 인테리어가 가능하며 중국 수출을 희망함""","흡음재,중국,친환경,,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,"[중국]케이블록 (단열폼, 건축자재, 방염기능)",00000007907,컨설팅매칭,12개월이내,- 방염기능과 단열 기능이 있는 건축자재 케이블록의 중국 수출을 희망함,"단열폼,방염,건축자재,중국,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,[중국] 무인항공기 드론 로봇용 초경량화 연료전지,00000007908,컨설팅매칭,12개월이내,- 무인항공기 드론 로봇용 연료전지로 매우 가볍고 휴대성이 훌륭하며 중국 진출을 희망함,"연료전지,초경량,드론,수소,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,[유럽] 무인항공기 드론 로봇용 초경량화 연료전지,00000007909,컨설팅매칭,12개월이내,- 무인항공기 드론 로봇용 연료전지로 매우 가볍고 휴대성이 훌륭하며 유럽 기술 수출을 희망함,"연료전지,초경량,드론,수소,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,[중국] 소프트웨어 교육용 코딩드론,00000007910,컨설팅매칭,12개월이내,-Arduino Uno기반의 소프트웨어 교육용 드론으로 중국과 기술 협력을 희망함,"코딩,드론,교육,,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
기술협력,[중국] 소프트웨어 교육용 코딩 로봇,00000007911,컨설팅매칭,12개월이내,- 소프트웨어 교육용 로봇으로 피지컬 교육이 가능하며 중국 기술 협력을 희망함,"소프트웨어,교육,코딩,로봇,",협의후 결정,기술협력/ 기타,광주/전남테크노파크 중재 알선에 따름,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,광주,2026-07-10,3
"기술매매,라이센스,기술협력",스마트공장 무인이송로봇(AGV) 자율주행용 30m급 레이저 센서개발 기술,00000007912,기술이전계약,3개월이내,"- 정밀 위치인식 기능이 필요한 AGV 등 자율주행로봇의 네비게이션 센서로서 산업용 2D 레이저 센서의 국산화 적용을 위한 검지범위 180°, 탐지거리 30m의 2D 레이저 센서 개발 기술.
- 고출력 펄스 레이저 구동 기술 개발 기술.
- Avalanche Photodiode(APD) 기반 광신호 검출 기술 개발 기술.
- 검지범위 180° 2D 레이저 센서 광학계 기술.
- Time-to-Digital Converter (TDC) 신호처리 및 제어 기술 개발 기술.
- 2D 레이저 센서 시제품의 무인이송로봇 적용을 위한 항법 S/W 최적화 개발 기술.
- 센서 ? 무인이송로봇(AGV)간 인터페이스 개발 기술.
- 2D 레이저 센서 기구 설계, 제품 디자인 및 시제품 개발 기술.
- AGV 정밀 주행 성능 확보 기술.","스마트공장 ,무인,자율주행,레이저,센서",전자부품연구원,신제품 개발,협의에의함,협의후 결정,통상실시권,110000000,총 매출액의 1.5%,0,충남,2026-07-10,4
